"artifact_id","sensitivity_type","scenario","replicate","main_class_code","compact_class_code","tree_class_code","main_score_margin"
"A5","clr_noise","sd_0.03",22,1,1,1,0.291433069715372
"A5","clr_noise","sd_0.03",23,1,1,1,0.303255719290232
"A5","clr_noise","sd_0.03",24,1,1,1,0.30393389150074
"A5","clr_noise","sd_0.03",25,1,1,1,0.296178692208907
"A5","clr_noise","sd_0.03",26,1,1,1,0.286862552569897
"A5","clr_noise","sd_0.03",27,1,1,1,0.293160284594965
"A5","clr_noise","sd_0.03",28,1,1,1,0.28786107490768
"A5","clr_noise","sd_0.03",29,1,1,1,0.286801064969132
"A5","clr_noise","sd_0.03",30,1,1,1,0.289977941190815
"A5","clr_noise","sd_0.03",31,1,1,1,0.291080606591173
"A5","clr_noise","sd_0.03",32,1,1,1,0.297405656738932
"A5","clr_noise","sd_0.03",33,1,1,1,0.308219496004759
"A5","clr_noise","sd_0.03",34,1,1,1,0.292535829406818
"A5","clr_noise","sd_0.03",35,1,1,1,0.283588173319441
"A5","clr_noise","sd_0.03",36,1,1,1,0.293401906374347
"A5","clr_noise","sd_0.03",37,1,1,1,0.301769814851178
"A5","clr_noise","sd_0.03",38,1,1,1,0.306553886383252
"A5","clr_noise","sd_0.03",39,1,1,1,0.28916550036357
"A5","clr_noise","sd_0.03",40,1,1,1,0.304507629047349
"A5","clr_noise","sd_0.03",41,1,1,1,0.300113566741583
"A5","clr_noise","sd_0.03",42,1,1,1,0.29997846490627
"A5","clr_noise","sd_0.03",43,1,1,1,0.298333933232028
"A5","clr_noise","sd_0.03",44,1,1,1,0.289390408739033
"A5","clr_noise","sd_0.03",45,1,1,1,0.287887519313051
"A5","clr_noise","sd_0.03",46,1,1,1,0.303774579800292
"A5","clr_noise","sd_0.03",47,1,1,1,0.288708459781808
"A5","clr_noise","sd_0.03",48,1,1,1,0.293928659886971
"A5","clr_noise","sd_0.03",49,1,1,1,0.28246462349175
"A5","clr_noise","sd_0.03",50,1,1,1,0.298037627261824
"A5","clr_noise","sd_0.03",51,1,1,1,0.293730516868101
"A5","clr_noise","sd_0.03",52,1,1,1,0.288574546619469
"A5","clr_noise","sd_0.03",53,1,1,1,0.299542621140946
"A5","clr_noise","sd_0.03",54,1,1,1,0.293455343586517
"A5","clr_noise","sd_0.03",55,1,1,1,0.298508692413166
"A5","clr_noise","sd_0.03",56,1,1,1,0.280552798580783
"A5","clr_noise","sd_0.03",57,1,1,1,0.281206425205832
"A5","clr_noise","sd_0.03",58,1,1,1,0.296945078068882
"A5","clr_noise","sd_0.03",59,1,1,1,0.302189759175328
"A5","clr_noise","sd_0.03",60,1,1,1,0.302186898982942
"A5","clr_noise","sd_0.03",61,1,1,1,0.29670727204251
"A5","clr_noise","sd_0.03",62,1,1,1,0.301000295200503
"A5","clr_noise","sd_0.03",63,1,1,1,0.282268685083776
"A5","clr_noise","sd_0.03",64,1,1,1,0.279570521600766
"A5","clr_noise","sd_0.03",65,1,1,1,0.273286736955648
"A5","clr_noise","sd_0.03",66,1,1,1,0.312476937194289
"A5","clr_noise","sd_0.03",67,1,1,1,0.30343112808829
"A5","clr_noise","sd_0.03",68,1,1,1,0.30131770688866
"A5","clr_noise","sd_0.03",69,1,1,1,0.297685538400333
"A5","clr_noise","sd_0.03",70,1,1,1,0.288875912353249
"A5","clr_noise","sd_0.03",71,1,1,1,0.295230684439598
"A5","clr_noise","sd_0.03",72,1,1,1,0.281908319539552
"A5","clr_noise","sd_0.03",73,1,1,1,0.294924561227452
"A5","clr_noise","sd_0.03",74,1,1,1,0.302393803440656
"A5","clr_noise","sd_0.03",75,1,1,1,0.288773396337659
"A5","clr_noise","sd_0.03",76,1,1,1,0.291386599735273
"A5","clr_noise","sd_0.03",77,1,1,1,0.272948892611177
"A5","clr_noise","sd_0.03",78,1,1,1,0.286197069163
"A5","clr_noise","sd_0.03",79,1,1,1,0.287654557613552
"A5","clr_noise","sd_0.03",80,1,1,1,0.288184995525473
"A5","clr_noise","sd_0.03",81,1,1,1,0.309576546983569
"A5","clr_noise","sd_0.03",82,1,1,1,0.294082065588512
"A5","clr_noise","sd_0.03",83,1,1,1,0.296689651749555
"A5","clr_noise","sd_0.03",84,1,1,1,0.295457848325582
"A5","clr_noise","sd_0.03",85,1,1,1,0.284750348085937
"A5","clr_noise","sd_0.03",86,1,1,1,0.300045632166627
"A5","clr_noise","sd_0.03",87,1,1,1,0.296025429573635
"A5","clr_noise","sd_0.03",88,1,1,1,0.300276179580819
"A5","clr_noise","sd_0.03",89,1,1,1,0.283820870432589
"A5","clr_noise","sd_0.03",90,1,1,1,0.308958433672392
"A5","clr_noise","sd_0.03",91,1,1,1,0.295237086269436
"A5","clr_noise","sd_0.03",92,1,1,1,0.301559959819718
"A5","clr_noise","sd_0.03",93,1,1,1,0.298801015281122
"A5","clr_noise","sd_0.03",94,1,1,1,0.290140275037037
"A5","clr_noise","sd_0.03",95,1,1,1,0.303084669312856
"A5","clr_noise","sd_0.03",96,1,1,1,0.30435892477903
"A5","clr_noise","sd_0.03",97,1,1,1,0.298593614417284
"A5","clr_noise","sd_0.03",98,1,1,1,0.296931143833636
"A5","clr_noise","sd_0.03",99,1,1,1,0.291058037761345
"A5","clr_noise","sd_0.03",100,1,1,1,0.271006144542067
"A6","clr_noise","sd_0.03",1,2,2,2,0.869051942688148
"A6","clr_noise","sd_0.03",2,2,2,2,0.872036160700697
"A6","clr_noise","sd_0.03",3,2,2,2,0.875209180401737
"A6","clr_noise","sd_0.03",4,2,2,2,0.857500999780169
"A6","clr_noise","sd_0.03",5,2,2,2,0.870763330651652
"A6","clr_noise","sd_0.03",6,2,2,2,0.882557900751952
"A6","clr_noise","sd_0.03",7,2,2,2,0.884253470965472
"A6","clr_noise","sd_0.03",8,2,2,2,0.87514938388367
"A6","clr_noise","sd_0.03",9,2,2,2,0.8643627532742
"A6","clr_noise","sd_0.03",10,2,2,2,0.861456068201367
"A6","clr_noise","sd_0.03",11,2,2,2,0.884068246431177
"A6","clr_noise","sd_0.03",12,2,2,2,0.86680923256309
"A6","clr_noise","sd_0.03",13,2,2,2,0.86531853219394
"A6","clr_noise","sd_0.03",14,2,2,2,0.867148017343259
"A6","clr_noise","sd_0.03",15,2,2,2,0.865635807999327
"A6","clr_noise","sd_0.03",16,2,2,2,0.874675977684408
"A6","clr_noise","sd_0.03",17,2,2,2,0.868976279700547
"A6","clr_noise","sd_0.03",18,2,2,2,0.874786929591993
"A6","clr_noise","sd_0.03",19,2,2,2,0.876936912628854
"A6","clr_noise","sd_0.03",20,2,2,2,0.878703218813924
"A6","clr_noise","sd_0.03",21,2,2,2,0.874548419124876
"A6","clr_noise","sd_0.03",22,2,2,2,0.877038249929909
"A6","clr_noise","sd_0.03",23,2,2,2,0.879436158792557
"A6","clr_noise","sd_0.03",24,2,2,2,0.863436059454106
"A6","clr_noise","sd_0.03",25,2,2,2,0.874312670631415
"A6","clr_noise","sd_0.03",26,2,2,2,0.86878329244044
"A6","clr_noise","sd_0.03",27,2,2,2,0.881010633438697
"A6","clr_noise","sd_0.03",28,2,2,2,0.875202230802204
"A6","clr_noise","sd_0.03",29,2,2,2,0.85725727161547
"A6","clr_noise","sd_0.03",30,2,2,2,0.880863973785831
"A6","clr_noise","sd_0.03",31,2,2,2,0.869195458107245
"A6","clr_noise","sd_0.03",32,2,2,2,0.878462209337018
"A6","clr_noise","sd_0.03",33,2,2,2,0.865688061311294
"A6","clr_noise","sd_0.03",34,2,2,2,0.855271352756632
"A6","clr_noise","sd_0.03",35,2,2,2,0.860458656264781
"A6","clr_noise","sd_0.03",36,2,2,2,0.864007404691379
"A6","clr_noise","sd_0.03",37,2,2,2,0.866491662803705
"A6","clr_noise","sd_0.03",38,2,2,2,0.870234062556599
"A6","clr_noise","sd_0.03",39,2,2,2,0.88148891273619
"A6","clr_noise","sd_0.03",40,2,2,2,0.870137719873579
"A6","clr_noise","sd_0.03",41,2,2,2,0.863007203602851
"A6","clr_noise","sd_0.03",42,2,2,2,0.875117006351961
"A6","clr_noise","sd_0.03",43,2,2,2,0.858744924299586
"A6","clr_noise","sd_0.03",44,2,2,2,0.867364079196272
"A6","clr_noise","sd_0.03",45,2,2,2,0.865588000807468
"A6","clr_noise","sd_0.03",46,2,2,2,0.865576307033356
"A6","clr_noise","sd_0.03",47,2,2,2,0.87018034963627
"A6","clr_noise","sd_0.03",48,2,2,2,0.872059171546936
"A6","clr_noise","sd_0.03",49,2,2,2,0.864900452692391
"A6","clr_noise","sd_0.03",50,2,2,2,0.861088636197337
"A6","clr_noise","sd_0.03",51,2,2,2,0.873560482984905
"A6","clr_noise","sd_0.03",52,2,2,2,0.863934937797035
"A6","clr_noise","sd_0.03",53,2,2,2,0.872680333136578
"A6","clr_noise","sd_0.03",54,2,2,2,0.866668853229997
"A6","clr_noise","sd_0.03",55,2,2,2,0.872913043917268
"A6","clr_noise","sd_0.03",56,2,2,2,0.863445965644569
"A6","clr_noise","sd_0.03",57,2,2,2,0.870873634553633
"A6","clr_noise","sd_0.03",58,2,2,2,0.866196481869204
"A6","clr_noise","sd_0.03",59,2,2,2,0.871629241197685
"A6","clr_noise","sd_0.03",60,2,2,2,0.87276496655752
"A6","clr_noise","sd_0.03",61,2,2,2,0.877210481013647
"A6","clr_noise","sd_0.03",62,2,2,2,0.86348888500725
"A6","clr_noise","sd_0.03",63,2,2,2,0.866488517018069
"A6","clr_noise","sd_0.03",64,2,2,2,0.880515193917265
"A6","clr_noise","sd_0.03",65,2,2,2,0.858237051325402
"A6","clr_noise","sd_0.03",66,2,2,2,0.878618595159983
"A6","clr_noise","sd_0.03",67,2,2,2,0.870888005216937
"A6","clr_noise","sd_0.03",68,2,2,2,0.865034687741511
"A6","clr_noise","sd_0.03",69,2,2,2,0.863694772852874
"A6","clr_noise","sd_0.03",70,2,2,2,0.879113261217765
"A6","clr_noise","sd_0.03",71,2,2,2,0.873816300912059
"A6","clr_noise","sd_0.03",72,2,2,2,0.87904934434114
"A6","clr_noise","sd_0.03",73,2,2,2,0.8692971273053
"A6","clr_noise","sd_0.03",74,2,2,2,0.873929830124665
"A6","clr_noise","sd_0.03",75,2,2,2,0.871449009266986
"A6","clr_noise","sd_0.03",76,2,2,2,0.867839735462783
"A6","clr_noise","sd_0.03",77,2,2,2,0.872074343835908
"A6","clr_noise","sd_0.03",78,2,2,2,0.861558508156772
"A6","clr_noise","sd_0.03",79,2,2,2,0.878407483566734
"A6","clr_noise","sd_0.03",80,2,2,2,0.88021692201442
"A6","clr_noise","sd_0.03",81,2,2,2,0.871732575894661
"A6","clr_noise","sd_0.03",82,2,2,2,0.867022204099845
"A6","clr_noise","sd_0.03",83,2,2,2,0.876585205636762
"A6","clr_noise","sd_0.03",84,2,2,2,0.861358359408962
"A6","clr_noise","sd_0.03",85,2,2,2,0.863352249143194
"A6","clr_noise","sd_0.03",86,2,2,2,0.868645864724315
"A6","clr_noise","sd_0.03",87,2,2,2,0.874621494645747
"A6","clr_noise","sd_0.03",88,2,2,2,0.884541544428346
"A6","clr_noise","sd_0.03",89,2,2,2,0.868078481419378
"A6","clr_noise","sd_0.03",90,2,2,2,0.85855464829203
"A6","clr_noise","sd_0.03",91,2,2,2,0.869281206028583
"A6","clr_noise","sd_0.03",92,2,2,2,0.867515525696356
"A6","clr_noise","sd_0.03",93,2,2,2,0.861529218604399
"A6","clr_noise","sd_0.03",94,2,2,2,0.875299827076009
"A6","clr_noise","sd_0.03",95,2,2,2,0.863233234429402
"A6","clr_noise","sd_0.03",96,2,2,2,0.862258900868268
"A6","clr_noise","sd_0.03",97,2,2,2,0.87416208781443
"A6","clr_noise","sd_0.03",98,2,2,2,0.865119366148825
"A6","clr_noise","sd_0.03",99,2,2,2,0.87276633305363
"A6","clr_noise","sd_0.03",100,2,2,2,0.875486432864432
"A7","clr_noise","sd_0.03",1,2,2,2,1.02793089969822
"A7","clr_noise","sd_0.03",2,2,2,2,1.01285726533383
"A7","clr_noise","sd_0.03",3,2,2,2,1.01387887896901
"A7","clr_noise","sd_0.03",4,2,2,2,1.02037564425771
"A7","clr_noise","sd_0.03",5,2,2,2,1.00646053922765
"A7","clr_noise","sd_0.03",6,2,2,2,1.0249996768382
"A7","clr_noise","sd_0.03",7,2,2,2,1.01833351432291
"A7","clr_noise","sd_0.03",8,2,2,2,1.00672352182086
"A7","clr_noise","sd_0.03",9,2,2,2,1.01337076307241
"A7","clr_noise","sd_0.03",10,2,2,2,1.01276226674673
"A7","clr_noise","sd_0.03",11,2,2,2,1.02318234168631
"A7","clr_noise","sd_0.03",12,2,2,2,1.01871223351148
"A7","clr_noise","sd_0.03",13,2,2,2,1.00915533546357
"A7","clr_noise","sd_0.03",14,2,2,2,1.02052435744857
"A7","clr_noise","sd_0.03",15,2,2,2,1.00090729526023
"A7","clr_noise","sd_0.03",16,2,2,2,1.03212761880003
"A7","clr_noise","sd_0.03",17,2,2,2,1.01706834763748
"A7","clr_noise","sd_0.03",18,2,2,2,1.02302675709085
"A7","clr_noise","sd_0.03",19,2,2,2,1.01358349323205
"A7","clr_noise","sd_0.03",20,2,2,2,1.01687079285296
"A7","clr_noise","sd_0.03",21,2,2,2,1.03177543166854
"A7","clr_noise","sd_0.03",22,2,2,2,1.0114852867173
"A7","clr_noise","sd_0.03",23,2,2,2,1.01021869787563
"A7","clr_noise","sd_0.03",24,2,2,2,1.02749799207121
"A7","clr_noise","sd_0.03",25,2,2,2,1.00971820274653
"A7","clr_noise","sd_0.03",26,2,2,2,1.00481965987842
"A7","clr_noise","sd_0.03",27,2,2,2,1.01312273551451
"A7","clr_noise","sd_0.03",28,2,2,2,1.01035351763658
"A7","clr_noise","sd_0.03",29,2,2,2,1.01015072964564
"A7","clr_noise","sd_0.03",30,2,2,2,1.02586242251323
"A7","clr_noise","sd_0.03",31,2,2,2,1.01144857481424
"A7","clr_noise","sd_0.03",32,2,2,2,1.01526547165319
"A7","clr_noise","sd_0.03",33,2,2,2,1.00483615334912
"A7","clr_noise","sd_0.03",34,2,2,2,1.00439306362721
"A7","clr_noise","sd_0.03",35,2,2,2,1.01931649065119
"A7","clr_noise","sd_0.03",36,2,2,2,1.00668212216258
"A7","clr_noise","sd_0.03",37,2,2,2,1.01838815534397
"A7","clr_noise","sd_0.03",38,2,2,2,1.01445801837111
"A7","clr_noise","sd_0.03",39,2,2,2,1.02965439825148
"A7","clr_noise","sd_0.03",40,2,2,2,1.01427407851026
"A7","clr_noise","sd_0.03",41,2,2,2,1.02601329658678
"A7","clr_noise","sd_0.03",42,2,2,2,1.02591710216252
"A7","clr_noise","sd_0.03",43,2,2,2,1.0075490635425
"A7","clr_noise","sd_0.03",44,2,2,2,1.01511155850016
"A7","clr_noise","sd_0.03",45,2,2,2,1.0153760878437
"A7","clr_noise","sd_0.03",46,2,2,2,0.998583875840141
"A7","clr_noise","sd_0.03",47,2,2,2,1.01376563679361
"A7","clr_noise","sd_0.03",48,2,2,2,1.00240609268917
"A7","clr_noise","sd_0.03",49,2,2,2,1.03452987117085
"A7","clr_noise","sd_0.03",50,2,2,2,1.00368933109035
"A7","clr_noise","sd_0.03",51,2,2,2,1.00927227782567
"A7","clr_noise","sd_0.03",52,2,2,2,1.02979051573524
"A7","clr_noise","sd_0.03",53,2,2,2,1.01950721267121
"A7","clr_noise","sd_0.03",54,2,2,2,1.00232768632884
"A7","clr_noise","sd_0.03",55,2,2,2,1.03518565841952
"A7","clr_noise","sd_0.03",56,2,2,2,1.01374516544508
"A7","clr_noise","sd_0.03",57,2,2,2,1.0318894331109
"A7","clr_noise","sd_0.03",58,2,2,2,1.01198260914271
"A7","clr_noise","sd_0.03",59,2,2,2,1.03178038369991
"A7","clr_noise","sd_0.03",60,2,2,2,1.03284417265508
"A7","clr_noise","sd_0.03",61,2,2,2,1.02175093967748
"A7","clr_noise","sd_0.03",62,2,2,2,1.0213144229326
"A7","clr_noise","sd_0.03",63,2,2,2,1.02817661353792
"A7","clr_noise","sd_0.03",64,2,2,2,1.01525541020241
"A7","clr_noise","sd_0.03",65,2,2,2,1.02113156600697
"A7","clr_noise","sd_0.03",66,2,2,2,1.02065300160686
"A7","clr_noise","sd_0.03",67,2,2,2,1.01275370581829
"A7","clr_noise","sd_0.03",68,2,2,2,1.01642697003469
"A7","clr_noise","sd_0.03",69,2,2,2,1.01489229925452
"A7","clr_noise","sd_0.03",70,2,2,2,1.00331904693054
"A7","clr_noise","sd_0.03",71,2,2,2,1.0110798926342
"A7","clr_noise","sd_0.03",72,2,2,2,1.03411178287981
"A7","clr_noise","sd_0.03",73,2,2,2,1.02440261120369
"A7","clr_noise","sd_0.03",74,2,2,2,1.01261875875951
"A7","clr_noise","sd_0.03",75,2,2,2,1.0184332040395
"A7","clr_noise","sd_0.03",76,2,2,2,1.02790878227375
"A7","clr_noise","sd_0.03",77,2,2,2,1.02672011265924
"A7","clr_noise","sd_0.03",78,2,2,2,1.03550115682223
"A7","clr_noise","sd_0.03",79,2,2,2,1.03082798411355
"A7","clr_noise","sd_0.03",80,2,2,2,1.00599166337207
"A7","clr_noise","sd_0.03",81,2,2,2,1.00885617285623
"A7","clr_noise","sd_0.03",82,2,2,2,1.00770742846033
"A7","clr_noise","sd_0.03",83,2,2,2,1.00205926391352
"A7","clr_noise","sd_0.03",84,2,2,2,1.01095263228067
"A7","clr_noise","sd_0.03",85,2,2,2,1.01388701747779
"A7","clr_noise","sd_0.03",86,2,2,2,1.02718065232128
"A7","clr_noise","sd_0.03",87,2,2,2,1.02036948885447
"A7","clr_noise","sd_0.03",88,2,2,2,1.00832414873444
"A7","clr_noise","sd_0.03",89,2,2,2,1.02652433943044
"A7","clr_noise","sd_0.03",90,2,2,2,1.02144465678339
"A7","clr_noise","sd_0.03",91,2,2,2,1.02733242431992
"A7","clr_noise","sd_0.03",92,2,2,2,1.01768106039916
"A7","clr_noise","sd_0.03",93,2,2,2,1.02277063741373
"A7","clr_noise","sd_0.03",94,2,2,2,1.01005902461306
"A7","clr_noise","sd_0.03",95,2,2,2,1.01734863293325
"A7","clr_noise","sd_0.03",96,2,2,2,1.01722101918544
"A7","clr_noise","sd_0.03",97,2,2,2,1.03975228666893
"A7","clr_noise","sd_0.03",98,2,2,2,1.0191567828553
"A7","clr_noise","sd_0.03",99,2,2,2,0.997849731271953
"A7","clr_noise","sd_0.03",100,2,2,2,1.01854653958365
"A8","clr_noise","sd_0.03",1,1,1,1,0.917824286678856
"A8","clr_noise","sd_0.03",2,1,1,1,0.928355754239066
"A8","clr_noise","sd_0.03",3,1,1,1,0.930421952618108
"A8","clr_noise","sd_0.03",4,1,1,1,0.925178337591825
"A8","clr_noise","sd_0.03",5,1,1,1,0.919290886184329
"A8","clr_noise","sd_0.03",6,1,1,1,0.937349336798623
"A8","clr_noise","sd_0.03",7,1,1,1,0.931339778501582
"A8","clr_noise","sd_0.03",8,1,1,1,0.936900963173855
"A8","clr_noise","sd_0.03",9,1,1,1,0.935292136435914
"A8","clr_noise","sd_0.03",10,1,1,1,0.926243001814827
"A8","clr_noise","sd_0.03",11,1,1,1,0.931417765946224
"A8","clr_noise","sd_0.03",12,1,1,1,0.927378649635791
"A8","clr_noise","sd_0.03",13,1,1,1,0.924717166910054
"A8","clr_noise","sd_0.03",14,1,1,1,0.91736664020444
"A8","clr_noise","sd_0.03",15,1,1,1,0.924178809635392
"A8","clr_noise","sd_0.03",16,1,1,1,0.920641767697705
"A8","clr_noise","sd_0.03",17,1,1,1,0.933960598305154
"A8","clr_noise","sd_0.03",18,1,1,1,0.918930296773813
"A8","clr_noise","sd_0.03",19,1,1,1,0.933553238776784
"A8","clr_noise","sd_0.03",20,1,1,1,0.932700626157654
"A8","clr_noise","sd_0.03",21,1,1,1,0.938042195872226
"A8","clr_noise","sd_0.03",22,1,1,1,0.926244353193332
"A8","clr_noise","sd_0.03",23,1,1,1,0.940218591111225
"A8","clr_noise","sd_0.03",24,1,1,1,0.94699199766233
"A8","clr_noise","sd_0.03",25,1,1,1,0.92549412447892
"A8","clr_noise","sd_0.03",26,1,1,1,0.920790881972302
"A8","clr_noise","sd_0.03",27,1,1,1,0.910888827567007
"A8","clr_noise","sd_0.03",28,1,1,1,0.933808453970402
"A8","clr_noise","sd_0.03",29,1,1,1,0.929754056759406
"A8","clr_noise","sd_0.03",30,1,1,1,0.937783788736691
"A8","clr_noise","sd_0.03",31,1,1,1,0.930853823905589
"A8","clr_noise","sd_0.03",32,1,1,1,0.9334779395153
"A8","clr_noise","sd_0.03",33,1,1,1,0.924050462963696
"A8","clr_noise","sd_0.03",34,1,1,1,0.913980117160518
"A8","clr_noise","sd_0.03",35,1,1,1,0.933424555649313
"A8","clr_noise","sd_0.03",36,1,1,1,0.930247689837001
"A8","clr_noise","sd_0.03",37,1,1,1,0.911147576397509
"A8","clr_noise","sd_0.03",38,1,1,1,0.937035760850574
"A8","clr_noise","sd_0.03",39,1,1,1,0.917104785569131
"A8","clr_noise","sd_0.03",40,1,1,1,0.928928187829393
"A8","clr_noise","sd_0.03",41,1,1,1,0.915041767547204
"A8","clr_noise","sd_0.03",42,1,1,1,0.921194441189314
"A8","clr_noise","sd_0.03",43,1,1,1,0.930913146715607
"A8","clr_noise","sd_0.03",44,1,1,1,0.910627080245496
"A8","clr_noise","sd_0.03",45,1,1,1,0.912129003247555
"A8","clr_noise","sd_0.03",46,1,1,1,0.928857520024271
"A8","clr_noise","sd_0.03",47,1,1,1,0.928189740871943
"A8","clr_noise","sd_0.03",48,1,1,1,0.921508154766857
"A8","clr_noise","sd_0.03",49,1,1,1,0.911783845953051
"A8","clr_noise","sd_0.03",50,1,1,1,0.923656705319936
"A8","clr_noise","sd_0.03",51,1,1,1,0.919528705228444
"A8","clr_noise","sd_0.03",52,1,1,1,0.933361349882223
"A8","clr_noise","sd_0.03",53,1,1,1,0.9280123553822
"A8","clr_noise","sd_0.03",54,1,1,1,0.938451522772573
"A8","clr_noise","sd_0.03",55,1,1,1,0.936281868055255
"A8","clr_noise","sd_0.03",56,1,1,1,0.921220748267945
"A8","clr_noise","sd_0.03",57,1,1,1,0.903952280260619
"A8","clr_noise","sd_0.03",58,1,1,1,0.916387359845369
"A8","clr_noise","sd_0.03",59,1,1,1,0.932778171626907
"A8","clr_noise","sd_0.03",60,1,1,1,0.93464302081895
"A8","clr_noise","sd_0.03",61,1,1,1,0.937462250354671
"A8","clr_noise","sd_0.03",62,1,1,1,0.932877787932237
"A8","clr_noise","sd_0.03",63,1,1,1,0.929221542019056
"A8","clr_noise","sd_0.03",64,1,1,1,0.926082608719855
"A8","clr_noise","sd_0.03",65,1,1,1,0.927868880674303
"A8","clr_noise","sd_0.03",66,1,1,1,0.925156112072962
"A8","clr_noise","sd_0.03",67,1,1,1,0.938695747084407
"A8","clr_noise","sd_0.03",68,1,1,1,0.927193766698049
"A8","clr_noise","sd_0.03",69,1,1,1,0.934049034580181
"A8","clr_noise","sd_0.03",70,1,1,1,0.932514411790204
"A8","clr_noise","sd_0.03",71,1,1,1,0.927221374403702
"A8","clr_noise","sd_0.03",72,1,1,1,0.931142915590464
"A8","clr_noise","sd_0.03",73,1,1,1,0.933978275600968
"A8","clr_noise","sd_0.03",74,1,1,1,0.920599252805038
"A8","clr_noise","sd_0.03",75,1,1,1,0.935831702448616
"A8","clr_noise","sd_0.03",76,1,1,1,0.930090552501467
"A8","clr_noise","sd_0.03",77,1,1,1,0.93038999087428
"A8","clr_noise","sd_0.03",78,1,1,1,0.938029397682139
"A8","clr_noise","sd_0.03",79,1,1,1,0.925694470095995
"A8","clr_noise","sd_0.03",80,1,1,1,0.932617694060881
"A8","clr_noise","sd_0.03",81,1,1,1,0.933732333232723
"A8","clr_noise","sd_0.03",82,1,1,1,0.928236912601734
"A8","clr_noise","sd_0.03",83,1,1,1,0.925593766749239
"A8","clr_noise","sd_0.03",84,1,1,1,0.929839751682835
"A8","clr_noise","sd_0.03",85,1,1,1,0.910562723313902
"A8","clr_noise","sd_0.03",86,1,1,1,0.925503824334078
"A8","clr_noise","sd_0.03",87,1,1,1,0.916468035523112
"A8","clr_noise","sd_0.03",88,1,1,1,0.934691166760115
"A8","clr_noise","sd_0.03",89,1,1,1,0.920997545059786
"A8","clr_noise","sd_0.03",90,1,1,1,0.924822693664726
"A8","clr_noise","sd_0.03",91,1,1,1,0.910853200053475
"A8","clr_noise","sd_0.03",92,1,1,1,0.939122945472907
"A8","clr_noise","sd_0.03",93,1,1,1,0.931335755201967
"A8","clr_noise","sd_0.03",94,1,1,1,0.918747681824986
"A8","clr_noise","sd_0.03",95,1,1,1,0.916069248868546
"A8","clr_noise","sd_0.03",96,1,1,1,0.926083878805416
"A8","clr_noise","sd_0.03",97,1,1,1,0.915813254311353
"A8","clr_noise","sd_0.03",98,1,1,1,0.92522268494705
"A8","clr_noise","sd_0.03",99,1,1,1,0.930971808324842
"A8","clr_noise","sd_0.03",100,1,1,1,0.924591265291808
"A1","near_zero","delta_0.01",1,2,NA,NA,0.827434559867536
"A2","near_zero","delta_0.01",1,1,NA,NA,0.253017985149789
"A3","near_zero","delta_0.01",1,1,NA,NA,0.795131195295562
"A4","near_zero","delta_0.01",1,1,NA,NA,0.624662209879744
"A5","near_zero","delta_0.01",1,1,NA,NA,0.362768821215048
"A6","near_zero","delta_0.01",1,2,NA,NA,0.914881291865968
"A7","near_zero","delta_0.01",1,2,NA,NA,1.07118910861718
"A8","near_zero","delta_0.01",1,1,NA,NA,0.925493468704151
"A1","near_zero","delta_0.02",1,2,NA,NA,0.861582552188472
"A2","near_zero","delta_0.02",1,1,NA,NA,0.310587205523394
"A3","near_zero","delta_0.02",1,1,NA,NA,0.770794562287584
"A4","near_zero","delta_0.02",1,1,NA,NA,0.599460679334339
"A5","near_zero","delta_0.02",1,1,NA,NA,0.294060296644042
"A6","near_zero","delta_0.02",1,2,NA,NA,0.871039478259472
"A7","near_zero","delta_0.02",1,2,NA,NA,1.0148053931607
"A8","near_zero","delta_0.02",1,1,NA,NA,0.927924502154492
"A1","near_zero","delta_0.04",1,2,NA,NA,0.911008907301065
"A2","near_zero","delta_0.04",1,1,NA,NA,0.372747182550483
"A3","near_zero","delta_0.04",1,1,NA,NA,0.741570365921979
"A4","near_zero","delta_0.04",1,1,NA,NA,0.572476592700472
"A5","near_zero","delta_0.04",1,1,NA,NA,0.221048220630337
"A6","near_zero","delta_0.04",1,2,NA,NA,0.809158344548743
"A7","near_zero","delta_0.04",1,2,NA,NA,0.936798138199233
"A8","near_zero","delta_0.04",1,1,NA,NA,0.930964104003195
